No.,Time,Source,Destination,Protocol,Length,Info,RTT
1090,295.344169514,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.176259874
1098,298.298155291,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174528984
1106,301.471572365,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.350984389
1114,304.339371309,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175246657
1129,307.001442583,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174571023
1150,309.566671323,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173823611
1168,312.533267594,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.307597267
1176,315.501010446,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.373104320
1188,318.472576280,10.42.0.250,13.211.139.52,HTTP/JSON,613,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173401992
1196,321.130749112,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.370825352
1204,324.615000342,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.280037434
1215,327.481437293,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.177023852
1224,330.043103232,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173404312
1232,332.807118285,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173524828
1243,335.468901645,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174292060
1254,338.234924555,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175995529
1262,340.998645143,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.178277383
1270,343.660420190,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.341578932
1281,346.630299818,10.42.0.250,13.211.139.52,HTTP/JSON,676,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.178359900
1290,349.293167644,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.194046189
1300,352.058722699,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173026580
1330,354.720625568,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.179386254
1338,357.586892926,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.256593926
1352,360.456309667,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.423179315
1366,363.528216060,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175455868
1379,366.189501034,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.385117370
1388,369.260788063,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.452357771
1396,372.537013642,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.305270845
1404,375.611834746,10.42.0.250,13.211.139.52,HTTP/JSON,726,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.280679268
1412,378.684105745,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174572227
1420,381.653457013,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174745892
1436,386.325662909,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.260493968
1449,391.424010927,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.458022807
1471,397.727506350,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175144202
1487,400.390883906,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173321782
1497,403.463071543,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.259125898
1510,406.534764892,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.344770604
1521,409.401867359,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.179910558
1529,411.962181489,10.42.0.250,13.211.139.52,HTTP/JSON,790,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.176142797
1537,414.726479972,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175391507
1545,417.494362474,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.787798668
1555,420.870875587,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.456982618
1563,423.943990169,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.176295247
1576,426.810604609,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.176330606
1585,429.884239191,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.351884605
1593,432.748688280,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175350165
1601,435.618604260,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175288723
1609,438.280001537,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.302804721
1617,441.146770859,10.42.0.250,13.211.139.52,HTTP/JSON,840,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175776722
1635,444.323335683,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174895233
1650,447.085988035,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.305425754
1663,450.054901491,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.373602623
1685,453.024561379,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175006909
1696,455.687093821,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173601244
1705,458.348960085,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.172759768
1713,461.017128765,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.172742730
1721,463.776589083,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.385253865
1732,466.953550237,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175669966
1741,469.615813619,10.42.0.250,13.211.139.52,HTTP/JSON,905,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174168585
1749,472.275521024,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.292082308
1757,475.350904082,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.408334840
1765,478.420258882,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173936246
1775,481.084224042,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.182831005
1785,483.644467899,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.172682642
1799,486.602953930,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.176658021
1809,489.480135941,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.275611018
1817,492.349474705,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174282392
1829,494.906258301,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.227279463
1839,497.673895074,10.42.0.250,13.211.139.52,HTTP/JSON,955,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.177318805
1849,500.338644066,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174342191
1860,502.994896263,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175880870
1871,505.760974001,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175065688
1880,508.526347189,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.371286754
1888,512.006263004,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175035110
1896,514.569121317,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174802273
1904,517.334392347,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174823065
1914,519.997789539,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.176725031
1922,522.964762780,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.326765008
1935,525.934094005,10.42.0.250,13.211.139.52,HTTP/JSON,1021,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174277798
1944,528.904004583,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.406030005
1954,532.491135910,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.422474790
1974,535.561671050,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173321610
1982,538.426523503,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.292107622
1996,541.709430542,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.333721597
2007,544.571636832,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174632762
2018,547.342079178,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.178350624
2026,550.100456526,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.177455712
2034,553.276586303,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.385906515
2042,556.448889694,10.42.0.250,13.211.139.52,HTTP/JSON,1071,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175845523
2052,559.213923055,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.176345827
2060,561.981127264,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.174397667
2072,564.642460115,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173350464
2081,567.508717894,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.330870163
2089,570.581923797,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.299391885
2098,573.458820894,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175799968
2108,576.110280286,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173042425
2121,578.775924819,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.173088739
2133,581.436137665,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.319764644
2145,584.624234828,10.42.0.250,13.211.139.52,HTTP/JSON,1138,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.358442843
2153,587.385457086,10.42.0.250,13.211.139.52,HTTP/JSON,1188,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",0.175692866
